Date,Product Name,Base Price (AED),Final Price (AED),Discount,Stock Status,Available Qty,Product URL
2025-05-26,"DeepCool CG530 4F ATX Computer Case, 4x 120mm Pre-Installed aRGB Fans, Up to 360mm Radiator & Up to 10x Max Fan Support, ABS + SPCC + Tempered Glass materials, White | R-CG530-WHADA4-G-1",380.00,380.00,,,,https://uae.microless.com/product/deepcool-cg530-4f-atx-computer-case-4x-120mm-pre-installed-argb-fans-up-to-360mm-radiator-up-to-10x-max-fan-support-abs-spcc-tempered-glass-materials-white-r-cg530-whada4-g-1/
2025-05-26,"Be Quiet! Light Base 900 FX E-ATX Full Tower Computer Case, 4x Light Wings 140mm Pre-Installed Fan, Up to 420mm Radiator & 10x Fan Max Support, Fully Windowed Front & Side Panel, White | BGW72",975.00,975.00,,,,https://uae.microless.com/product/be-quiet-light-base-900-fx-e-atx-full-tower-computer-case-4x-light-wings-140mm-pre-installed-fan-up-to-420mm-radiator-10x-fan-max-support-fully-windowed-front-side-panel-white-bgw72/
2025-05-26,"Be Quiet! Light Base 600 LX ATX Computer Case, 4x Light Wings LX 120mm Pre-Installed Fan, Up to 360mm Radiator & 10x Fan Max Support, Fully Windowed Front & Side Panel, White | BGW68",845.00,845.00,,,,https://uae.microless.com/product/be-quiet-light-base-600-lx-atx-computer-case-4x-light-wings-lx-120mm-pre-installed-fan-up-to-360mm-radiator-10x-fan-max-support-fully-windowed-front-side-panel-white-bgw68/
2025-05-26,"KGaming 290XL-6 Mid Tower Computer Case, Up to 360mm Radiator & 9x Fan Support, Steel with Mesh & Tempered Glass Panel, Dust Filters, Black | 290XL-6",325.00,325.00,,,,https://uae.microless.com/product/kgaming-290xl-6-mid-tower-computer-case-up-to-360mm-radiator-9x-fan-support-steel-with-mesh-tempered-glass-panel-dust-filters-black-290xl-6/
2025-05-26,"KGaming 245-3-B Mid Tower Computer Case, 4x M9-M-Infinity aRGB Fans, Up to 420mm Radiator & 9x Fan Support, Top & Bottom Dust Filter, Glass Side & Front Panel, Black | 245-3-B",429.00,429.00,,,,https://uae.microless.com/product/kgaming-245-3-b-mid-tower-computer-case-4x-m9-m-infinity-argb-fans-up-to-420mm-radiator-9x-fan-support-top-bottom-dust-filter-glass-side-front-panel-black-245-3-b/
2025-05-26,"KGaming PZ1-B-S Mid Tower Computer Case, 4x M9 aRGB Pre-Installed Fan, Up to 360mm Radiator & 10x Fan Support, Dust Filters, Tempered Glass Panels, Black | PZ1-B-S",429.00,429.00,,,,https://uae.microless.com/product/kgaming-pz1-b-s-mid-tower-computer-case-4x-m9-argb-pre-installed-fan-up-to-360mm-radiator-10x-fan-support-dust-filters-tempered-glass-panels-black-pz1-b-s/
2025-05-26,"KGaming C708 Mesh Mid Tower Computer Case, Up to 360mm Radiator & 10x Fans Support, Double Sided Tempered Glasses, Bottom Anti-Dust Filter, Front Tempered Glass with Silk Print, Black | C708",435.00,435.00,,,,https://uae.microless.com/product/kgaming-c708-mesh-mid-tower-computer-case-up-to-360mm-radiator-10x-fans-support-double-sided-tempered-glasses-bottom-anti-dust-filter-front-tempered-glass-with-silk-print-black-c708/
2025-05-26,"GAMEON Trident IV Series Mid Tower Gaming Case, 4pcs PWM fans+PWM Conrtol+Remote, ARGB Lighting Effects, 360mm GPU Support, Tempered Glass Panel, Black | Trident IV BK",284.00,284.00,,,,https://uae.microless.com/product/gameon-trident-iv-series-mid-tower-gaming-case-4pcs-pwm-fans-pwm-conrtol-remote-argb-lighting-effects-360mm-gpu-support-tempered-glass-panel-black-trident-iv-bk/
2025-05-26,"HYTE Y70 Dual Chamber Mid-Tower ATX Computer Case, Steel Frame & Glass Side Panel Materials, Up to 10 Fans & 360mm Radiator Support, 2x 3.5"" HDD/4x 2.5"" SSD, Taro Milk | CS-HYTE-Y70-TM",899.00,899.00,,,,https://uae.microless.com/product/hyte-y70-dual-chamber-mid-tower-atx-computer-case-steel-frame-glass-side-panel-materials-up-to-10-fans-360mm-radiator-support-2x-3-5-hdd-4x-2-5-ssd-taro-milk-cs-hyte-y70-tm/
2025-05-26,"XPG Lander 501 aRGB Mid-Tower Chassis, 4x 120mm Pre-Installed Fan, Up to 360mm Radiator & 7x Fan Support, 400mm GPU Length Support, Tempered Glass Side Panel, Black | LANDER5014A-BKCWW",360.00,360.00,,,,https://uae.microless.com/product/xpg-lander-501-argb-mid-tower-chassis-4x-120mm-pre-installed-fan-up-to-360mm-radiator-7x-fan-support-400mm-gpu-length-support-tempered-glass-side-panel-black-lander5014a-bkcww/
2025-05-26,"XPG Cruiser Super Mid-Tower Chassis, 3x 120mm aRGB Pre-Installed Fan, Up to 360mm Radiator & 6x Fan Support, 4mm Tempered Glass Side Panel, SPCC Materials, White | CRUISERST-WHCWW",395.00,395.00,,,,https://uae.microless.com/product/xpg-cruiser-super-mid-tower-chassis-3x-120mm-argb-pre-installed-fan-up-to-360mm-radiator-6x-fan-support-4mm-tempered-glass-side-panel-spcc-materials-white-cruiserst-whcww/
2025-05-26,"XPG Valor Mesh Compact Mid-Tower Chassis, 4x 120mm Pre-Installed Fans, Up to 360mm Radiator & 6x Fan Support, SPCC Material, 3mm Tempered Glass, Black | VALORAIRMESH-BKCWW",229.01,229.01,,,,https://uae.microless.com/product/xpg-valor-mesh-compact-mid-tower-chassis-4x-120mm-pre-installed-fans-up-to-360mm-radiator-6x-fan-support-spcc-material-3mm-tempered-glass-black-valorairmesh-bkcww/
2025-05-26,"GAMEON TRIDENT III Mid Tower Gaming Case, Fixed ARGB, 4 Fans, 3.5"" Drive Bays, Dust Filters, 360mm Radiator Support, Argb+pwm Lighting Type, 0.8 mm Tempered Glass, Black | GO-TRIDENTIII",229.01,229.01,,,,https://uae.microless.com/product/gameon-trident-iii-mid-tower-gaming-case-fixed-argb-4-fans-3-5-drive-bays-dust-filters-360mm-radiator-support-argb-pwm-lighting-type-0-8-mm-tempered-glass-black-go-tridentiii/
2025-05-26,"GALAX HOF ALLSYNQ Mid-Tower ATX Computer Case, 1x 120mm aRGB & 3x Reverse aRGB Pre-Installed Fan, Up to 360mm Radiator & 7x Fan Support, Tempered Glass Panel, White | G-CGHFASWB4AA-GXLG",388.50,325.00,16,,,https://uae.microless.com/product/galax-hof-allsynq-mid-tower-atx-computer-case-1x-120mm-argb-3x-reverse-argb-pre-installed-fan-up-to-360mm-radiator-7x-fan-support-tempered-glass-panel-white-g-cghfaswb4aa-gxlg/
2025-05-26,"GamerTek Zenith Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 8x Fan Support, 2x USB 2.0, 1x USB 3.0, 1x HD Audio I/O, Black | 616985066896",225.00,225.00,,,,https://uae.microless.com/product/gamertek-zenith-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-8x-fan-support-2x-usb-2-0-1x-usb-3-0-1x-hd-audio-i-o-black-616985066896/
2025-05-26,"GamerTek Stellar Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 9x Fan Support, 2x USB 2.0, 1x USB 3.0, 1x HD Audio I/O, Black | 616985066889",270.00,270.00,,,,https://uae.microless.com/product/gamertek-stellar-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-9x-fan-support-2x-usb-2-0-1x-usb-3-0-1x-hd-audio-i-o-black-616985066889/
2025-05-26,"GamerTek Nebula Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 10x Fan Support, USB 2.0, USB 3.0, HD Audio, Type-C AIO, White | 616985066872",365.00,365.00,,,,https://uae.microless.com/product/gamertek-nebula-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-10x-fan-support-usb-2-0-usb-3-0-hd-audio-type-c-aio-white-616985066872/
2025-05-26,"GamerTek Nebula Mid Tower Computer Case, 4x 120mm aRGB Fan Pre-Installed, Up to 360mm Radiator & 10x Fan Support, USB 2.0, USB 3.0, HD Audio, Type-C AIO, Black | 616985066865",365.00,365.00,,,,https://uae.microless.com/product/gamertek-nebula-mid-tower-computer-case-4x-120mm-argb-fan-pre-installed-up-to-360mm-radiator-10x-fan-support-usb-2-0-usb-3-0-hd-audio-type-c-aio-black-616985066865/
2025-05-26,"APNX C1-R C1-R-WT-v3 ATX Mid Tower Computer Case, 4x Pre-Installed 120mm PWM Fans, Up To 360mm Radiators, 11 Fan Slots, SGCC Body, SECC Front Panel, 0.8mm Steel Thickness, White | APCM-CR01343.21",477.75,477.75,,,,https://uae.microless.com/product/apnx-c1-r-c1-r-wt-v3-atx-mid-tower-computer-case-4x-pre-installed-120mm-pwm-fans-up-to-360mm-radiators-11-fan-slots-sgcc-body-secc-front-panel-0-8mm-steel-thickness-white-apcm-cr01343-21/
2025-05-26,"APNX C1-R C1-R-BK-v3 ATX Mid Tower Computer Case, 4x Pre-Installed 120mm PWM Fans, Up To 360mm Radiators, 11 Fan Slots, SGCC Body, SECC Front Panel, 0.8mm Steel Thickness, Black | APCM-CR01343.11",430.00,430.00,,,,https://uae.microless.com/product/apnx-c1-r-c1-r-bk-v3-atx-mid-tower-computer-case-4x-pre-installed-120mm-pwm-fans-up-to-360mm-radiators-11-fan-slots-sgcc-body-secc-front-panel-0-8mm-steel-thickness-black-apcm-cr01343-11/
2025-05-26,"APNX V1 V1-W-WT-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, Wood Front Panel, 0.8mm Steel Thickness, White & Wood | APCM-VI01103.21",627.90,627.90,,,,https://uae.microless.com/product/apnx-v1-v1-w-wt-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-wood-front-panel-0-8mm-steel-thickness-white-wood-apcm-vi01103-21/
2025-05-26,"APNX V1 V1-W-BK-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, Wood Front Panel, 0.8mm Steel Thickness, Black & Wood | APCM-VI01103.11",593.78,593.78,,,,https://uae.microless.com/product/apnx-v1-v1-w-bk-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-wood-front-panel-0-8mm-steel-thickness-black-wood-apcm-vi01103-11/
2025-05-26,"APNX V1 V1-BW-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, ABS Front Panel, 0.8mm Steel Thickness, Black & White | APCM-VI01003.M1",505.05,505.05,,,,https://uae.microless.com/product/apnx-v1-v1-bw-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-abs-front-panel-0-8mm-steel-thickness-black-white-apcm-vi01003-m1/
2025-05-26,"APNX V1 V1-WT-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, ABS Front Panel, 0.8mm Steel Thickness, White | APCM-VI01003.21",539.18,539.18,,,,https://uae.microless.com/product/apnx-v1-v1-wt-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-abs-front-panel-0-8mm-steel-thickness-white-apcm-vi01003-21/
2025-05-26,"APNX V1 V1-BK-v1 ATX Mid Tower Glass Edition Computer Case, Up To 360mm Radiators, x10 Fan Slot, SGCC Body Material, ABS Front Panel, 0.8mm Steel Thickness, Black | APCM-VI01003.11",489.00,489.00,,,,https://uae.microless.com/product/apnx-v1-v1-bk-v1-atx-mid-tower-glass-edition-computer-case-up-to-360mm-radiators-x10-fan-slot-sgcc-body-material-abs-front-panel-0-8mm-steel-thickness-black-apcm-vi01003-11/
2025-05-26,"HAVN HS 420 E-ATX Mid Tower VGPU Edition Computer Case, Up To 420mm Radiators, 11x Fan Support, SGCC Sheet Metal, Tempered Glass, ABS, Zinc Alloy, NdFeB Magnets, Black | HVN-CA-HS420-08",1123.50,1079.00,4,In stock,1,https://uae.microless.com/product/havn-hs-420-e-atx-mid-tower-vgpu-edition-computer-case-up-to-420mm-radiators-11x-fan-support-sgcc-sheet-metal-tempered-glass-abs-zinc-alloy-ndfeb-magnets-black-hvn-ca-hs420-08/
2025-05-26,"HAVN HS 420 E-ATX Mid Tower Base Edition Computer Case, Up To 420mm Radiators, 11x Fan Support, SGCC Sheet Metal, Tempered Glass, ABS, Zinc Alloy, NdFeB Magnets, White | HVN-CA-HS420-05",840.00,840.00,,,,https://uae.microless.com/product/havn-hs-420-e-atx-mid-tower-base-edition-computer-case-up-to-420mm-radiators-11x-fan-support-sgcc-sheet-metal-tempered-glass-abs-zinc-alloy-ndfeb-magnets-white-hvn-ca-hs420-05/
2025-05-26,"HAVN HS 420 E-ATX Mid Tower Base Edition Computer Case, Up To 420mm Radiators, 11x Fan Support, SGCC Sheet Metal, Tempered Glass, ABS, Zinc Alloy, NdFeB Magnets, Black | HVN-CA-HS420-06",840.00,820.00,2,,,https://uae.microless.com/product/havn-hs-420-e-atx-mid-tower-base-edition-computer-case-up-to-420mm-radiators-11x-fan-support-sgcc-sheet-metal-tempered-glass-abs-zinc-alloy-ndfeb-magnets-black-hvn-ca-hs420-06/
2025-05-26,"Cooler Master QUBE 500 Flatpack Mid-Tower ATX Computer Case, 1x 120mm SF ARGB Black PWM Fan, Up to 280mm Radiator & 8x Fan Support, Steel, Plastic, TG Materials, Black | Q500-KGNN-S00",429.00,429.00,,,,https://uae.microless.com/product/cooler-master-qube-500-flatpack-mid-tower-atx-computer-case-1x-120mm-sf-argb-black-pwm-fan-up-to-280mm-radiator-8x-fan-support-steel-plastic-tg-materials-black-q500-kgnn-s00/
2025-05-26,"Cooler Master QUBE 500 Flatpack Mid-Tower ATX Computer Case, 1x 120mm SF ARGB White PWM Fan, Up to 280mm Radiator & 8x Fan Support, Steel, Plastic, TG Materials, White | Q500-WGNN-S00",439.01,429.00,2,,,https://uae.microless.com/product/cooler-master-qube-500-flatpack-mid-tower-atx-computer-case-1x-120mm-sf-argb-white-pwm-fan-up-to-280mm-radiator-8x-fan-support-steel-plastic-tg-materials-white-q500-wgnn-s00/
2025-05-26,"Cooler Master QUBE 500 Flatpack Macaron Edition Mid-Tower ATX Computer Case, 1x 120mm SF ARGB White PWM Fan, Up to 280mm Radiator & 8x Fan Support, Steel, Plastic, TG Materials | Q500-DGNN-S00",509.00,509.00,,,,https://uae.microless.com/product/cooler-master-qube-500-flatpack-macaron-edition-mid-tower-atx-computer-case-1x-120mm-sf-argb-white-pwm-fan-up-to-280mm-radiator-8x-fan-support-steel-plastic-tg-materials-q500-dgnn-s00/
2025-05-26,"Azza CUBE 802F ATX Computer Case, 5x 120mm AZZA Hurricane II ARGB Pre-Installed Fans, Up to 240mm Radiator & 5x Fans Support, Dual-Chamber Chassis, Black | 52064",1199.00,997.50,17,,,https://uae.microless.com/product/azza-cube-802f-atx-computer-case-5x-120mm-azza-hurricane-ii-argb-pre-installed-fans-up-to-240mm-radiator-5x-fans-support-dual-chamber-chassis-black-52064/
2025-05-26,"Fractal Mood Mini-ITX SFF Computer Case, 1x 180mm Fan Included, Up to 280mm Radiator & 2x 120mm/140mm Fan Support, Rear Magnetic Filter Mesh, Black | FD-C-MOD1N-02",777.00,735.00,5,,,https://uae.microless.com/product/fractal-mood-mini-itx-sff-computer-case-1x-180mm-fan-included-up-to-280mm-radiator-2x-120mm-140mm-fan-support-rear-magnetic-filter-mesh-light-gray-fd-c-mod1n-01-duplicate/
2025-05-26,"Fractal Mood Mini-ITX SFF Computer Case, 1x 180mm Fan Included, Up to 280mm Radiator & 2x 120mm/140mm Fan Support, Rear Magnetic Filter Mesh, Light Gray | FD-C-MOD1N-01",777.00,735.00,5,,,https://uae.microless.com/product/fractal-mood-mini-itx-sff-computer-case-1x-180mm-fan-included-up-to-280mm-radiator-2x-120mm-140mm-fan-support-rear-magnetic-filter-mesh-light-gray-fd-c-mod1n-01/
2025-05-26,"CORSAIR iCUE LINK 9000D RGB AIRFLOW Super Full-Tower PC Case, Up To 18x120mm Fans And 480mm Radiators, High-airflow, 4xUSB 3.2 Type-A, 2xUSB 3.2 Type-C, Audio Out, White | CC-9011274-WW",1942.50,1890.00,3,In stock,2,https://uae.microless.com/product/corsair-icue-link-9000d-rgb-airflow-super-full-tower-pc-case-up-to-18x120mm-fans-and-480mm-radiators-high-airflow-4xusb-3-2-type-a-2xusb-3-2-type-c-audio-out-white-cc-9011274-ww/
2025-05-26,"MSI MAG Forge 320R Airflow ATX Mid Tower Computer Case, 4x Pre-Installed Case Fans, Up to 360mm Radiator Support, 3.5"" / 2.5"" Drive Bays, Tempered Glass Window, Mesh Panel, White | 306-7G23W21-HH9",315.00,315.00,,,,https://uae.microless.com/product/msi-mag-forge-320r-airflow-atx-mid-tower-computer-case-4x-pre-installed-case-fans-up-to-360mm-radiator-support-3-5-2-5-drive-bays-tempered-glass-window-mesh-panel-white-306-7g23w21-hh9/
2025-05-26,"GIGABYTE AORUS C400 GLASS PC Case, Supports Mini ITX, Micro ATX, and ATX Form Factor, RGB Lighting, Dust Filters, Vertical GPU Mounting, Black | AC400G-ATX",515.00,515.00,,,,https://uae.microless.com/product/gigabyte-aorus-c400-glass-pc-case-supports-mini-itx-micro-atx-and-atx-form-factor-rgb-lighting-dust-filters-vertical-gpu-mounting-black-ac400g-atx/
2025-05-26,"HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX Computer Case, 14.5"" 688 x 2560 (2.5K) Touch Display, Up to 10 Fans & 360mm Radiator Support, Red-Black | CS-HYTE-Y70TI-RB",2199.75,1995.00,9,In stock,1,https://uae.microless.com/product/hyte-y70-touch-infinite-dual-chamber-mid-tower-atx-computer-case-14-5-688-x-2560-2-5k-touch-display-up-to-10-fans-360mm-radiator-support-red-black-cs-hyte-y70ti-rb/
2025-05-26,"HYTE Y40 Modern Aesthetic Panoramic Mid-Tower ATX Gaming PC Case, 2x 120mm Fans Pre-Installed, Up to 360mm Radiator & 7x 120mm Fans Support, Vertical GPU Support, Snow White | CS-HYTE-Y40-WW",666.75,666.75,,,,https://uae.microless.com/product/hyte-y40-modern-aesthetic-panoramic-mid-tower-atx-gaming-pc-case-2x-120mm-fans-pre-installed-up-to-360mm-radiator-7x-120mm-fans-support-vertical-gpu-support-snow-white-cs-hyte-y40-ww/
2025-05-26,"DarkFlash DK352 ATX Computer Case, Supports Up to 6x 120mm Fans & 360mm Radiator, Metal Mesh Design Front Panel, ATX, M-ATX, ITX Compatible Motherboards, White | DK352-W",195.00,195.00,,,,https://uae.microless.com/product/darkflash-dk352-atx-computer-case-supports-up-to-6x-120mm-fans-360mm-radiator-metal-mesh-design-front-panel-atx-m-atx-itx-compatible-motherboards-white-dk352-w/
2025-05-26,"Darkflash DRX70 Mesh ATX Computer Case, Supports Up to 8x 120mm Fans & 280mm Radiator, Magnetic Quick Release Front Panel, ATX, M-ATX & ITX Compatible Motherboards, Black | DRX70.Black",248.00,248.00,,,,https://uae.microless.com/product/darkflash-drx70-mesh-atx-computer-case-supports-up-to-8x-120mm-fans-280mm-radiator-magnetic-quick-release-front-panel-atx-m-atx-itx-compatible-motherboards-black-drx70-black/
2025-05-26,"Tortox Vidrio ATX Full Tower Case, 6x Pre-Installed ARGB PWM Fans, Up to 360mm Radiator Support & 9x Fan Support, Semi Curved Tempered Glass, Dust Proof Filter, SPCC Material, Black | VIDRIOB",305.00,305.00,,,,https://uae.microless.com/product/tortox-vidrio-atx-full-tower-case-6x-pre-installed-argb-pwm-fans-up-to-360mm-radiator-support-9x-fan-support-semi-curved-tempered-glass-dust-proof-filter-spcc-material-black-vidriob/
2025-05-26,"Tortox Vidrio ATX Full Tower Case, 6x Pre-Installed ARGB PWM Fans, Up to 360mm Radiator Support & 9x Fan Support, Semi Curved Tempered Glass, Dust Proof Filter, SPCC Material, White | VIDRIOW",315.00,315.00,,,,https://uae.microless.com/product/tortox-vidrio-atx-full-tower-case-6x-pre-installed-argb-pwm-fans-up-to-360mm-radiator-support-9x-fan-support-semi-curved-tempered-glass-dust-proof-filter-spcc-material-white-vidriow/
2025-05-26,"Tortox Prism ATX Full Tower Case, 7x Pre-Installed 120mm ARGB PWM Fans, Up to 360mm Radiator Support & 10x Fan Support, Triple Tempered Glass Panel, O-Screw Snap Joint, SPCC Material, Black | PRISMB",600.00,600.00,,,,https://uae.microless.com/product/tortox-prism-atx-full-tower-case-7x-pre-installed-120mm-argb-pwm-fans-up-to-360mm-radiator-support-10x-fan-support-triple-tempered-glass-panel-o-screw-snap-joint-spcc-material-black-prismb/
2025-05-26,"Tortox Prism ATX Full Tower Case, 7x Pre-Installed 120mm ARGB PWM Fans, Up to 360mm Radiator Support & 10x Fan Support, Triple Tempered Glass Panel, O-Screw Snap Joint, SPCC Material, White | PRISMW",605.00,605.00,,,,https://uae.microless.com/product/tortox-prism-atx-full-tower-case-7x-pre-installed-120mm-argb-pwm-fans-up-to-360mm-radiator-support-10x-fan-support-triple-tempered-glass-panel-o-screw-snap-joint-spcc-material-white-prismw/
2025-05-26,"Thermaltake V250 TG ARGB Air Mid Tower Chassis, 4x Pre-Installed 120mm Fans, Up to 360mm Radiator & 6x Fan Support, 4mm Tempered Glass Panel, SPCC Material, Black | CA-1Q5-00M1WN-03",265.00,240.00,9,,,https://uae.microless.com/product/thermaltake-v250-tg-argb-air-mid-tower-chassis-4x-pre-installed-120mm-fans-up-to-360mm-radiator-6x-fan-support-4mm-tempered-glass-panel-spcc-material-black-ca-1q5-00m1wn-03/
2025-05-26,"Thermaltake The Tower 600 Mid Tower Chassis, Up to 13 Fans & 420mm Radiator Support, 3mm Tempered Glass x3, Dismantlable Modular Design, SPCC Materials, Snow | CA-1Z1-00M6WN-00",685.00,630.00,8,,,https://uae.microless.com/product/thermaltake-the-tower-600-mid-tower-chassis-up-to-13-fans-420mm-radiator-support-3mm-tempered-glass-x3-dismantlable-modular-design-spcc-materials-snow-ca-1z1-00m6wn-00/
2025-05-26,"Azza Apollo ATX Mid-Tower Case, 1x Pre-Installed 120mm ARGB Fan, Up to 240mm Radiator Support, 7 Expansion Slot, Addressable RGB Fan, Tempered Glass Rubber Mounts, Steel Panel, White | CSAZ-430W-DF2",346.50,346.50,,,,https://uae.microless.com/product/azza-apollo-atx-mid-tower-case-1x-pre-installed-120mm-argb-fan-up-to-240mm-radiator-support-7-expansion-slot-addressable-rgb-fan-tempered-glass-rubber-mounts-steel-panel-white-csaz-430w-df2/
2025-05-26,"Azza Zircon 7000 ATX Full Tower Case, 2x Pre-Installed 120mm Black Fans, Up to 360mm Radiator Support, 10 Expansion Slot, Addressable RGB Light, Tempered Glass Side Window, Black | CSAZ-7000",659.00,577.50,12,,,https://uae.microless.com/product/azza-zircon-7000-atx-full-tower-case-2x-pre-installed-120mm-black-fans-up-to-360mm-radiator-support-10-expansion-slot-addressable-rgb-light-tempered-glass-side-window-black-csaz-7000/
2025-05-26,"Cougar FV270 RGB ATX Mid Tower Case, 3x Pre-Installed Reversed ARGB PWM Fans & 1x ARGB PWM Fan, Up to 360mm Radiator Support, 7 Expansion Slots, PWM & RGB Hub Sync with M/B, White | 3858M60.0006",656.25,656.25,,,,https://uae.microless.com/product/cougar-fv270-rgb-atx-mid-tower-case-3x-pre-installed-reversed-argb-pwm-fans-1x-argb-pwm-fan-up-to-360mm-radiator-support-7-expansion-slots-pwm-rgb-hub-sync-with-m-b-white-3858m60-0006/
2025-05-26,"Cougar FV270 RGB ATX Mid Tower Case, 3x Pre-Installed Reversed ARGB PWM Fans & 1x ARGB PWM Fan, Up to 360mm Radiator Support, 7 Expansion Slots, PWM & RGB Hub Sync with M/B, Black | 3858M60.0005",666.12,630.00,5,,,https://uae.microless.com/product/cougar-fv270-rgb-atx-mid-tower-case-3x-pre-installed-reversed-argb-pwm-fans-1x-argb-pwm-fan-up-to-360mm-radiator-support-7-expansion-slots-pwm-rgb-hub-sync-with-m-b-black-3858m60-0005/
2025-05-26,"Cougar FV150 RGB ATX Mid Tower Case, 4x Pre-Installed ARGB Fans, Up to 360mm Radiator Support, 7+3 Expansion Slots, Vertical GPU Support, USB Type-C Gen 2, x2 USB-A 3.0, Black | 385KA10.0001",316.05,289.00,9,,,https://uae.microless.com/product/cougar-fv150-rgb-atx-mid-tower-case-4x-pre-installed-argb-fans-up-to-360mm-radiator-support-7-3-expansion-slots-vertical-gpu-support-usb-type-c-gen-2-x2-usb-a-3-0-black-385ka10-0001/
2025-05-26,"Cougar Uniface RGB ATX Mid Tower Case, 4x Pre-Installed ARGB Fans, Up to 420mm Radiator Support, 7 Expansion Slot, Vertical GPU Support, Transparent Left Panel, RGB Sync with M/B, White | 385C780.0002",323.40,323.40,,,,https://uae.microless.com/product/cougar-uniface-rgb-atx-mid-tower-case-4x-pre-installed-argb-fans-up-to-420mm-radiator-support-7-expansion-slot-vertical-gpu-support-transparent-left-panel-rgb-sync-with-m-b-white-385c780-0002/
2025-05-26,"Cougar MX600 RGB ATX Mini Tower Case, 3x Pre-Installed ARGB Fans, Up to 360mm Radiator Support, 10x Max Number of Fans, PWM & RGB Hub Sync with M/B, 2x 3.5"" Bay, White | 385GC90.0002",352.80,352.80,,,,https://uae.microless.com/product/cougar-mx600-rgb-atx-mini-tower-case-3x-pre-installed-argb-fans-up-to-360mm-radiator-support-10x-max-number-of-fans-pwm-rgb-hub-sync-with-m-b-2x-3-5-bay-white-385gc90-0002/
2025-05-26,"Cougar MX600 RGB ATX Mini Tower Case, 3x Pre-Installed ARGB Fans, Up to 360mm Radiator Support, 10x Max Number of Fans, PWM & RGB Hub Sync with M/B, 2x 3.5"" Bay, Black | 385GC90.0001",330.75,330.75,,,,https://uae.microless.com/product/cougar-mx600-rgb-atx-mini-tower-case-3x-pre-installed-argb-fans-up-to-360mm-radiator-support-10x-max-number-of-fans-pwm-rgb-hub-sync-with-m-b-2x-3-5-bay-black-385gc90-0001/
2025-05-26,"Thermaltake Tower 300 Micro-ATX Case, 2x140mm CT Fan Included Support Up to 420mm Radiator Optional Chassis Stand Kit Allows Horizontal Display, Peach Fuzz | CA-1Y4-00SKWN-00",670.01,670.01,,,,https://uae.microless.com/product/thermaltake-tower-300-micro-atx-case-2x140mm-ct-fan-included-support-up-to-420mm-radiator-optional-chassis-stand-kit-allows-horizontal-display-peach-fuzz-ca-1y4-00skwn-00/
2025-05-26,"Thermaltake CTE E550 TG Mid Tower ATX Case, 3 Tempered Glass Panels Hidden-Connector Motherboard Support Three-Way VGA Installations Dual Chamber Design, Matcha Green | CA-1Z8-00MEWN-00",682.50,670.01,2,,,https://uae.microless.com/product/thermaltake-cte-e550-tg-gravel-sand-mid-tower-atx-case-3-tempered-glass-panels-hidden-connector-motherboard-support-three-way-vga-installations-dual-chamber-design-matcha-green-ca-1z8-00mewn-00/
2025-05-26,"Thermaltake CTE E550 TG Gravel Sand Mid Tower ATX Case, 3 Tempered Glass Panels Hidden-Connector Motherboard Support Three-Way VGA Installations Dual Chamber Design, Brown | CA-1Z8-00MGWN-00",682.50,670.01,2,,,https://uae.microless.com/product/thermaltake-cte-e550-tg-gravel-sand-mid-tower-atx-case-3-tempered-glass-panels-hidden-connector-motherboard-support-three-way-vga-installations-dual-chamber-design-brown-ca-1z8-00mgwn-00/
2025-05-26,"Cooler Master Sneaker X Mini-ITX Case, MF120 Halo Pre-Installed Fan, Flux 360 Special Edition Pre-Installed Radiator, SFX 850W Gold Pre-Installed PSU, 2.5"" SSD, Red | ABK-SXNN-S38L3-R1",5499.00,5499.00,,In stock,10,https://uae.microless.com/product/cooler-master-sneaker-x-mini-itx-case-mf120-halo-pre-installed-fan-flux-360-special-edition-pre-installed-radiator-sfx-850w-gold-pre-installed-psu-2-5-ssd-red-abk-sxnn-s38l3-r1/
